"","District","Income Stream","Cohort","Year","Amount","Status"
"1209","Kanu","Livestock Income","2019","Year 3","31.45","RTV"
"1210","Ruk","Livestock Income","2019","Year 3","28.99","RTV"
"1211","Kisoro","Livestock Income","2020","Year 3","34.96","RTV"
"1212","Kanu","Livestock Income","2020","Year 3","31.16","RTV"
"1213","Ruk","Livestock Income","2020","Year 3","25.52","RTV"
"1214","Mitooma","Livestock Income","2020","Year 3","27.74","RTV"
"1215","Kagadi","Livestock Income","2020","Year 3","41.09","RTV"
"1216","Kanu","Livestock Income","2021","Year 3","21.752109999999998","RTV"
"1217","Ruk","Livestock Income","2021","Year 3","31.374957500000001","RTV"
"1218","Mit","Livestock Income","2021","Year 3","26.592073119999998","RTV"
"1219","Rubanda","Livestock Income","2021","Year 3","68.200997000000001","RTV"
"1220","Kisoro","Livestock Income","2018","Year 3","43.55","RTV"
"1221","Kanungu","Livestock Income","2018","Year 3","43.17","RTV"
"1222","Kisoro","Livestock Income","2019","Year 3","42.55","RTV"
"1223","Kanu","Livestock Income","2019","Year 3","29.29","RTV"
"1224","Ruk","Livestock Income","2019","Year 3","37.31","RTV"
"1225","Kisoro","Livestock Income","2020","Year 3","30.5014225","RTV"
"1226","Kanu","Livestock Income","2020","Year 3","37.184803000000002","RTV"
"1227","Ruk","Livestock Income","2020","Year 3","32.595267","RTV"
"1228","Mitooma","Livestock Income","2020","Year 3","37.667206999999998","RTV"
"1229","Kagadi","Livestock Income","2020","Year 3","22.701457220000002","RTV"
"1230","Kisoro","Livestock Income","2018","Year 3","51.13","RTV"
"1231","Kanungu","Livestock Income","2018","Year 3","42.05","RTV"
"1232","Kisoro","Livestock Income","2019","Year 3","40.58","RTV"
"1233","Kanu","Livestock Income","2019","Year 3","43.56","RTV"
"1234","Ruk","Livestock Income","2019","Year 3","54.76","RTV"
"1235","Kisoro","Livestock Income","2018","Year 3",NA,"RTV"
"1236","Kanungu","Livestock Income","2018","Year 3",NA,"RTV"
"1237","Kisoro","Livestock Income/ Production","2018","Year 3","33.86","RTV"
"1238","Kanungu","Livestock Income/ Production","2018","Year 3","36.799999999999997","RTV"
"1239","Kisoro","Livestock Income/ Production","2019","Year 3","24.3","RTV"
"1240","Kanu","Livestock Income/ Production","2019","Year 3","26.16","RTV"
"1241","Ruk","Livestock Income/ Production","2019","Year 3","21.82","RTV"
"1242","Kisoro","Livestock Income/ Production","2020","Year 3","11.07","RTV"
"1243","Kanu","Livestock Income/ Production","2020","Year 3","18.62","RTV"
"1244","Ruk","Livestock Income/ Production","2020","Year 3","14.58","RTV"
"1245","Mit","Livestock Income/ Production","2020","Year 3","24.2","RTV"
"1246","Kag","Livestock Income/ Production","2020","Year 3","10.69","RTV"
"1247","Kanu","Livestock Income/ Production","2021","Year 3","15.13","RTV"
"1248","Ruk","Livestock Income/ Production","2021","Year 3","21.43","RTV"
"1249","Mit","Livestock Income/ Production","2021","Year 3","16.64","RTV"
"1250","Rubanda","Livestock Income/ Production","2021","Year 3","11.64","RTV"
"1251","Kanungu","Livestock Income/ Production","2022","Year 3","23.24","RTV"
"1252","Rukungiri","Livestock Income/ Production","2022","Year 3","10.78","RTV"
"1253","Mitooma","Livestock Income/ Production","2022","Year 3","14.54","RTV"
"1254","Rubanda","Livestock Income/ Production","2022","Year 3","12.07","RTV"
"1255","Rubirizi","Livestock Income/ Production","2022","Year 3","7.42","RTV"
"1256","Kyenjojo","Livestock Income/ Production","2022","Year 3","13.91","RTV"
"1257","Kagadi GAC","Livestock Income/ Production","2022","Year 3","17.989999999999998","RTV"
"1258","Kagadi NonGAC","Livestock Income/ Production","2022","Year 3","11.73","RTV"
"1259","Kaliro","Livestock Income/ Production","2022","Year 3","5.64","RTV"
"1260","Kisoro","Livestock Income/ Production","2022","Year 3",NA,"RTV"
"1261","Kisoro","Livestock Income/ Production","2018","Year 3","37.18","RTV"
"1262","Kanungu","Livestock Income/ Production","2018","Year 3","69.760000000000005","RTV"
"1263","Kisoro","Livestock Income/ Production","2019","Year 3","44.02","RTV"
"1264","Kanu","Livestock Income/ Production","2019","Year 3","35.31","RTV"
"1265","Ruk","Livestock Income/ Production","2019","Year 3","35.11","RTV"
"1266","Kisoro","Livestock Income/ Production","2020","Year 3","23.1","RTV"
"1267","Kanu","Livestock Income/ Production","2020","Year 3","24.42","RTV"
"1268","Ruk","Livestock Income/ Production","2020","Year 3","17.23","RTV"
"1269","Mitooma","Livestock Income/ Production","2020","Year 3","22.73","RTV"
"1270","Kagadi","Livestock Income/ Production","2020","Year 3","25.5","RTV"
"1271","Kanu","Livestock Income/ Production","2021","Year 3","30.89","RTV"
"1272","Ruk","Livestock Income/ Production","2021","Year 3","14.63","RTV"
"1273","Mit","Livestock Income/ Production","2021","Year 3","14.63","RTV"
"1274","Rubanda","Livestock Income/ Production","2021","Year 3","21.3","RTV"
"1275","Kanungu","Livestock Income/ Production","2022","Year 3","27.74","RTV"
"1276","Rukungiri","Livestock Income/ Production","2022","Year 3","24.81","RTV"
"1277","Mitooma","Livestock Income/ Production","2022","Year 3","23.97","RTV"
"1278","Rubanda","Livestock Income/ Production","2022","Year 3","31.5","RTV"
"1279","Rubirizi","Livestock Income/ Production","2022","Year 3","12.54","RTV"
"1280","Kyenjojo","Livestock Income/ Production","2022","Year 3","38.9","RTV"
"1281","Kagadi GAC","Livestock Income/ Production","2022","Year 3","32.67","RTV"
"1282","Kagadi NonGAC","Livestock Income/ Production","2022","Year 3","27.62","RTV"
"1283","Kaliro","Livestock Income/ Production","2022","Year 3","43.4","RTV"
"1284","Kisoro","Livestock Income/ Production","2022","Year 3",NA,"RTV"
"1285","Kisoro","Livestock Income/ Production","2018","Year 3","49.46","RTV"
"1286","Kanungu","Livestock Income/ Production","2018","Year 3","37.65","RTV"
"1287","Kisoro","Livestock Income/ Production","2019","Year 3","49.37","RTV"
"1288","Kanu","Livestock Income/ Production","2019","Year 3","33.57","RTV"
"1289","Ruk","Livestock Income/ Production","2019","Year 3","26.41","RTV"
"1290","Kisoro","Livestock Income/ Production","2020","Year 3","42.09","RTV"
"1291","Kanu","Livestock Income/ Production","2020","Year 4","36.909999999999997","RTV"
"1292","Ruk","Livestock Income/ Production","2020","Year 4","25.39","RTV"
"1293","Mitooma","Livestock Income/ Production","2020","Year 4","27.95","RTV"
"1294","Kagadi","Livestock Income/ Production","2020","Year 4","41.31","RTV"
"1295","Kanu","Livestock Income/ Production","2021","Year 4","34.020000000000003","RTV"
"1296","Ruk","Livestock Income/ Production","2021","Year 4","23.59","RTV"
"1297","Mit","Livestock Income/ Production","2021","Year 4","22.23","RTV"
"1298","Rubanda","Livestock Income/ Production","2021","Year 4","57.03","RTV"
"1299","Kanungu","Livestock Income/ Production","2022","Year 4","38.64","RTV"
"1300","Rukungiri","Livestock Income/ Production","2022","Year 4","29.77","RTV"
"1301","Mitooma","Livestock Income/ Production","2022","Year 4","60.89","RTV"
"1302","Rubanda","Livestock Income/ Production","2022","Year 4","34.57","RTV"
"1303","Rubirizi","Livestock Income/ Production","2022","Year 4","33.24","RTV"
"1304","Kyenjojo","Livestock Income/ Production","2022","Year 4","74.11","RTV"
"1305","Kagadi GAC","Livestock Income/ Production","2022","Year 4","60.12","RTV"
"1306","Kagadi NonGAC","Livestock Income/ Production","2022","Year 4","33.979999999999997","RTV"
"1307","Kaliro","Livestock Income/ Production","2022","Year 4","85.01","RTV"
"1308","Kisoro","Livestock Income/ Production","2022","Year 4",NA,"RTV"
"1309","Kisoro","Livestock Income/ Production","2018","Year 4","49.04","RTV"
"1310","Kanungu","Livestock Income/ Production","2018","Year 4","48.2","RTV"
"1311","Kisoro","Livestock Income/ Production","2019","Year 4","41.68","RTV"
"1312","Kanu","Livestock Income/ Production","2019","Year 4","36.89","RTV"
"1313","Ruk","Livestock Income/ Production","2019","Year 4","34.299999999999997","RTV"
"1314","Kisoro","Livestock Income/ Production","2020","Year 4","37.46","RTV"
"1315","Kanu","Livestock Income/ Production","2020","Year 4","34.75","RTV"
"1316","Ruk","Livestock Income/ Production","2020","Year 4","27.34","RTV"
"1317","Mitooma","Livestock Income/ Production","2020","Year 4","30.26","RTV"
"1318","Kagadi","Livestock Income/ Production","2020","Year 4","48.89","RTV"
"1319","Kanu","Livestock Income/ Production","2021","Year 4","37.295630000000003","RTV"
"1320","Ruk","Livestock Income/ Production","2021","Year 4","42.383052859999999","RTV"
"1321","Mit","Livestock Income/ Production","2021","Year 4","37.316943770000002","RTV"
"1322","Rubanda","Livestock Income/ Production","2021","Year 4","83.413987000000006","RTV"
"1323","Kisoro","Livestock Income/ Production","2018","Year 4","52.72","RTV"
"1324","Kanungu","Livestock Income/ Production","2018","Year 4","51.03","RTV"
"1325","Kisoro","Livestock Income/ Production","2019","Year 4","46.09","RTV"
"1326","Kanu","Livestock Income/ Production","2019","Year 4","32.53","RTV"
"1327","Ruk","Livestock Income/ Production","2019","Year 4","43.78","RTV"
"1328","Kisoro","Livestock Income/ Production","2020","Year 4","44.397344699999998","RTV"
"1329","Kanu","Livestock Income/ Production","2020","Year 4","49.267291999999998","RTV"
"1330","Ruk","Livestock Income/ Production","2020","Year 4","51.978831999999997","RTV"
"1331","Mitooma","Livestock Income/ Production","2020","Year 4","53.640219000000002","RTV"
"1332","Kagadi","Livestock Income/ Production","2020","Year 4","32.989164279999997","RTV"
"1333","Kisoro","Livestock Income/ Production","2018","Year 4","56.09","RTV"
"1334","Kanungu","Livestock Income/ Production","2018","Year 4","50.28","RTV"
"1335","Kisoro","Livestock Income/ Production","2019","Year 4","42.52","RTV"
"1336","Kanu","Livestock Income/ Production","2019","Year 4","51.03","RTV"
"1337","Ruk","Livestock Income/ Production","2019","Year 4","62.68","RTV"
"1338","Kisoro","Livestock Income/ Production","2018","Year 4",NA,"RTV"
"1339","Kanungu","Livestock Income/ Production","2018","Year 4",NA,"RTV"
"1340","Kisoro","Livestock Value","2018","Year 4","99.14","RTV"
"1341","Kanungu","Livestock Value","2018","Year 4","88.61","RTV"
"1342","Kisoro","Livestock Value","2019","Year 4","104.18","RTV"
"1343","Kanu","Livestock Value","2019","Year 4","86.26","RTV"
"1344","Ruk","Livestock Value","2019","Year 4","95.81","RTV"
"1345","Kisoro","Livestock Value","2020","Year 4","49.9","RTV"
"1346","Kanu","Livestock Value","2020","Year 4","82.02","RTV"
"1347","Ruk","Livestock Value","2020","Year 4","74","RTV"
"1348","Mit","Livestock Value","2020","Year 4","124.73","RTV"
"1349","Kag","Livestock Value","2020","Year 4","53.51","RTV"
"1350","Kanu","Livestock Value","2021","Year 4","71.56","RTV"
"1351","Ruk","Livestock Value","2021","Year 4","147.08000000000001","RTV"
"1352","Mit","Livestock Value","2021","Year 4","71.92","RTV"
"1353","Rubanda","Livestock Value","2021","Year 4","63.3","RTV"
"1354","Kanungu","Livestock Value","2022","Year 4","95.75","RTV"
"1355","Rukungiri","Livestock Value","2022","Year 4","135.61000000000001","RTV"
"1356","Mitooma","Livestock Value","2022","Year 4","97.9","RTV"
"1357","Rubanda","Livestock Value","2022","Year 4","111.75","RTV"
"1358","Rubirizi","Livestock Value","2022","Year 4","76.28","RTV"
"1359","Kyenjojo","Livestock Value","2022","Year 4","99.26","RTV"
"1360","Kagadi GAC","Livestock Value","2022","Year 4","97.48","RTV"
"1361","Kagadi NonGAC","Livestock Value","2022","Year 4","68.59","RTV"
"1362","Kaliro","Livestock Value","2022","Year 4","129.47999999999999","RTV"
"1363","Kisoro","Livestock Value","2022","Year 4",NA,"RTV"
"1364","Kisoro","Livestock Value","2018","Year 4","156.07","RTV"
"1365","Kanungu","Livestock Value","2018","Year 4","185.34","RTV"
"1366","Kisoro","Livestock Value","2019","Year 4","181.24","RTV"
"1367","Kanu","Livestock Value","2019","Year 4","203.32","RTV"
"1368","Ruk","Livestock Value","2019","Year 4","223.25","RTV"
"1369","Kisoro","Livestock Value","2020","Year 4","221.18","RTV"
"1370","Kanu","Livestock Value","2020","Year 4","227.29","RTV"
"1371","Ruk","Livestock Value","2020","Year 4","210.27","RTV"
"1372","Mitooma","Livestock Value","2020","Year 4","222.42","RTV"
"1373","Kagadi","Livestock Value","2020","Year 4","167.89","RTV"
"1374","Kanu","Livestock Value","2021","Year 4","198.24","RTV"
"1375","Ruk","Livestock Value","2021","Year 4","191.51","RTV"
"1376","Mit","Livestock Value","2021","Year 4","148.99","RTV"
"1377","Rubanda","Livestock Value","2021","Year 4","209.96","RTV"
"1378","Kanungu","Livestock Value","2022","Year 4","126.83","RTV"
"1379","Rukungiri","Livestock Value","2022","Year 4","238.24","RTV"
"1380","Mitooma","Livestock Value","2022","Year 4","183.76","RTV"
"1381","Rubanda","Livestock Value","2022","Year 4","225.19","RTV"
"1382","Rubirizi","Livestock Value","2022","Year 4","101.3","RTV"
"1383","Kyenjojo","Livestock Value","2022","Year 4","204.27","RTV"
"1384","Kagadi GAC","Livestock Value","2022","Year 4","203.2","RTV"
"1385","Kagadi NonGAC","Livestock Value","2022","Year 4","125.3","RTV"
"1386","Kaliro","Livestock Value","2022","Year 4","329.08","RTV"
"1387","Kisoro","Livestock Value","2022","Year 4",NA,"RTV"
"1388","Kisoro","Livestock Value","2018","Year 4","194.1","RTV"
"1389","Kanungu","Livestock Value","2018","Year 4","193.41","RTV"
"1390","Kisoro","Livestock Value","2019","Year 4","274.24","RTV"
"1391","Kanu","Livestock Value","2019","Year 4","265.07","RTV"
"1392","Ruk","Livestock Value","2019","Year 4","451.18","RTV"
"1393","Kisoro","Livestock Value","2020","Year 4","233.29","RTV"
"1394","Kanu","Livestock Value","2020","Year 4","230.59","RTV"
"1395","Ruk","Livestock Value","2020","Year 4","221.56","RTV"
"1396","Mitooma","Livestock Value","2020","Year 4","215.58","RTV"
"1397","Kagadi","Livestock Value","2020","Year 4","132.08000000000001","RTV"
"1398","Kanu","Livestock Value","2021","Year 4","264.13","RTV"
"1399","Ruk","Livestock Value","2021","Year 4","223.85","RTV"
"1400","Mit","Livestock Value","2021","Year 4","219.75","RTV"
"1401","Rubanda","Livestock Value","2021","Year 4","306.18","RTV"
"1402","Kanungu","Livestock Value","2022","Year 4","249.7","RTV"
"1403","Rukungiri","Livestock Value","2022","Year 4","288.83","RTV"
"1404","Mitooma","Livestock Value","2022","Year 4","293.48","RTV"
"1405","Rubanda","Livestock Value","2022","Year 4","332.09","RTV"
"1406","Rubirizi","Livestock Value","2022","Year 4","139.18","RTV"
"1407","Kyenjojo","Livestock Value","2022","Year 4","291.26","RTV"
"1408","Kagadi GAC","Livestock Value","2022","Year 4","299.19","RTV"
"1409","Kagadi NonGAC","Livestock Value","2022","Year 4","202.71","RTV"
"1410","Kaliro","Livestock Value","2022","Year 4","406.1","RTV"
"1411","Kisoro","Livestock Value","2022","Year 4",NA,"RTV"
"1412","Kisoro","Livestock Value","2018","Year 4","214.4","RTV"
"1413","Kanungu","Livestock Value","2018","Year 4","279.95","RTV"
"1414","Kisoro","Livestock Value","2019","Year 4","268.81","RTV"
"1415","Kanu","Livestock Value","2019","Year 4","271.83999999999997","RTV"
"1416","Ruk","Livestock Value","2019","Year 4","491.49","RTV"
"1417","Kisoro","Livestock Value","2020","Year 4","247.76","RTV"
"1418","Kanu","Livestock Value","2020","Year 4","262.73","RTV"
"1419","Ruk","Livestock Value","2020","Year 4","228.12","RTV"
"1420","Mitooma","Livestock Value","2020","Year 4","233.13","RTV"
"1421","Kagadi","Livestock Value","2020","Year 4","174.92","RTV"
"1422","Kanu","Livestock Value","2021","Year 4","251.69257999999999","RTV"
"1423","Ruk","Livestock Value","2021","Year 4","214.17590939999999","RTV"
"1424","Mit","Livestock Value","2021","Year 4","209.71817300000001","RTV"
"1425","Rubanda","Livestock Value","2021","Year 4","342.29674699999998","RTV"
"1426","Kisoro","Livestock Value","2018","Year 4","229.66","RTV"
"1427","Kanungu","Livestock Value","2018","Year 4","302.07","RTV"
"1428","Kisoro","Livestock Value","2019","Year 4","288.14999999999998","RTV"
"1429","Kanu","Livestock Value","2019","Year 4","288.74","RTV"
"1430","Ruk","Livestock Value","2019","Year 4","507.54","RTV"
"1431","Kisoro","Livestock Value","2020","Year 4","248.93077289999999","RTV"
"1432","Kanu","Livestock Value","2020","Year 4","255.59801999999999","RTV"
"1433","Ruk","Livestock Value","2020","Year 4","224.40349399999999","RTV"
"1434","Mitooma","Livestock Value","2020","Year 4","227.36756800000001","RTV"
"1435","Kagadi","Livestock Value","2020","Year 4","117.83161041","RTV"
"1436","Kisoro","Livestock Value","2018","Year 4","236.51","RTV"
"1437","Kanungu","Livestock Value","2018","Year 4","338.67","RTV"
"1438","Kisoro","Livestock Value","2019","Year 4","301.87","RTV"
"1439","Kanu","Livestock Value","2019","Year 4","304.27","RTV"
"1440","Ruk","Livestock Value","2019","Year 4","521.80999999999995","RTV"
"1441","Kisoro","Livestock Value","2018","Year 5",NA,"RTV"
"1442","Kanungu","Livestock Value","2018","Year 5",NA,"RTV"
"1443","Kisoro","PPI","2018","Year 5","26.96","RTV"
"1444","Kanungu","PPI","2018","Year 5","27.31","RTV"
"1445","Kisoro","PPI","2019","Year 5","32.79","RTV"
"1446","Kanu","PPI","2019","Year 5","31.23","RTV"
"1447","Ruk","PPI","2019","Year 5","30.09","RTV"
"1448","Kisoro","PPI","2020","Year 5","31.03","RTV"
"1449","Kanu","PPI","2020","Year 5","29.01","RTV"
"1450","Ruk","PPI","2020","Year 5","31.67","RTV"
"1451","Mit","PPI","2020","Year 5","31.61","RTV"
"1452","Kag","PPI","2020","Year 5","30.82","RTV"
"1453","Kanu","PPI","2021","Year 5","29.05","RTV"
"1454","Ruk","PPI","2021","Year 5","32.479999999999997","RTV"
"1455","Mit","PPI","2021","Year 5","29.46","RTV"
"1456","Rubanda","PPI","2021","Year 5","30.67","RTV"
"1457","Kanungu","PPI","2022","Year 5","31","RTV"
"1458","Rukungiri","PPI","2022","Year 5","32.81","RTV"
"1459","Mitooma","PPI","2022","Year 5","30.68","RTV"
"1460","Rubanda","PPI","2022","Year 5","28.47","RTV"
"1461","Rubirizi","PPI","2022","Year 5","26.69","RTV"
"1462","Kyenjojo","PPI","2022","Year 5","29.16","RTV"
"1463","Kagadi GAC","PPI","2022","Year 5","30.43","RTV"
"1464","Kagadi NonGAC","PPI","2022","Year 5","29.55","RTV"
"1465","Kaliro","PPI","2022","Year 5","33.33","RTV"
"1466","Kisoro","PPI","2022","Year 5",NA,"RTV"
"1467","Kisoro","PPI","2018","Year 5","22.98","RTV"
"1468","Kanungu","PPI","2018","Year 5","26.08","RTV"
"1469","Kisoro","PPI","2019","Year 5","22.09","RTV"
"1470","Kanu","PPI","2019","Year 5","20.010000000000002","RTV"
"1471","Ruk","PPI","2019","Year 5","20.71","RTV"
"1472","Kisoro","PPI","2020","Year 5","24.72","RTV"
"1473","Kanu","PPI","2020","Year 5","23.85","RTV"
"1474","Ruk","PPI","2020","Year 5","24.32","RTV"
"1475","Mitooma","PPI","2020","Year 5","26.04","RTV"
"1476","Kagadi","PPI","2020","Year 5","26.45","RTV"
"1477","Kanu","PPI","2021","Year 5","23.19","RTV"
"1478","Ruk","PPI","2021","Year 5","22.16","RTV"
"1479","Mit","PPI","2021","Year 5","24.89","RTV"
"1480","Rubanda","PPI","2021","Year 5","25.86","RTV"
"1481","Kanungu","PPI","2022","Year 5","24.43","RTV"
"1482","Rukungiri","PPI","2022","Year 5","23.3","RTV"
"1483","Mitooma","PPI","2022","Year 5","24.19","RTV"
"1484","Rubanda","PPI","2022","Year 5","24.08","RTV"
"1485","Rubirizi","PPI","2022","Year 5","23.36","RTV"
"1486","Kyenjojo","PPI","2022","Year 5","24.43","RTV"
"1487","Kagadi GAC","PPI","2022","Year 5","24.82","RTV"
"1488","Kagadi NonGAC","PPI","2022","Year 5","25.7","RTV"
"1489","Kaliro","PPI","2022","Year 5","25.59","RTV"
"1490","Kisoro","PPI","2022","Year 5",NA,"RTV"
"1491","Kisoro","PPI","2018","Year 5","18.059999999999999","RTV"
"1492","Kanungu","PPI","2018","Year 5","24.17","RTV"
"1493","Kisoro","PPI","2019","Year 5","22.6","RTV"
"1494","Kanu","PPI","2019","Year 5","20.9","RTV"
"1495","Ruk","PPI","2019","Year 5","21.83","RTV"
"1496","Kisoro","PPI","2020","Year 5","21.26","RTV"
"1497","Kanu","PPI","2020","Year 5","21.68","RTV"
"1498","Ruk","PPI","2020","Year 5","21.81","RTV"
"1499","Mitooma","PPI","2020","Year 5","21.43","RTV"
"1500","Kagadi","PPI","2020","Year 5","22.12","RTV"
"1501","Kanu","PPI","2021","Year 5","20.6","RTV"
"1502","Ruk","PPI","2021","Year 5","19.25","RTV"
"1503","Mit","PPI","2021","Year 5","20.89","RTV"
"1504","Rubanda","PPI","2021","Year 5","22.51","RTV"
"1505","Kanungu","PPI","2022","Year 5","20.079999999999998","RTV"
"1506","Rukungiri","PPI","2022","Year 5","20.22","RTV"
"1507","Mitooma","PPI","2022","Year 5","21.81","RTV"
"1508","Rubanda","PPI","2022","Year 5","20.29","RTV"
"1509","Rubirizi","PPI","2022","Year 5","21.09","RTV"
"1510","Kyenjojo","PPI","2022","Year 5","21.62","RTV"
"1511","Kagadi GAC","PPI","2022","Year 5","20.14","RTV"
"1512","Kagadi NonGAC","PPI","2022","Year 5","22.38","RTV"
"1513","Kaliro","PPI","2022","Year 5","22.07","RTV"
"1514","Kisoro","PPI","2022","Year 5",NA,"RTV"
"1515","Kisoro","PPI","2018","Year 5","19.02","RTV"
"1516","Kanungu","PPI","2018","Year 6","25.47","RTV"
"1517","Kisoro","PPI","2019","Year 6","20.86","RTV"
"1518","Kanu","PPI","2019","Year 6","19.09","RTV"
"1519","Ruk","PPI","2019","Year 6","19.510000000000002","RTV"
"1520","Kisoro","PPI","2020","Year 6","20.7","RTV"
"1521","Kanu","PPI","2020","Year 6","20.59","RTV"
"1522","Ruk","PPI","2020","Year 6","20.260000000000002","RTV"
"1523","Mitooma","PPI","2020","Year 6","19.7","RTV"
"1524","Kagadi","PPI","2020","Year 6","19.96","RTV"
"1525","Kanu","PPI","2021","Year 6","17.357790000000001","RTV"
"1526","Ruk","PPI","2021","Year 6","16.307783019999999","RTV"
"1527","Mit","PPI","2021","Year 6","17.972886299999999","RTV"
"1528","Rubanda","PPI","2021","Year 6","18.594166000000001","RTV"
"1529","Kisoro","PPI","2018","Year 6","18.84","RTV"
"1530","Kanungu","PPI","2018","Year 6","21.37","RTV"
"1531","Kisoro","PPI","2019","Year 6","18.61","RTV"
"1532","Kanu","PPI","2019","Year 6","18.350000000000001","RTV"
"1533","Ruk","PPI","2019","Year 6","19.260000000000002","RTV"
"1534","Kisoro","PPI","2020","Year 6","19.406140400000002","RTV"
"1535","Kanu","PPI","2020","Year 6","18.783159999999999","RTV"
"1536","Ruk","PPI","2020","Year 6","17.413830999999998","RTV"
"1537","Mitooma","PPI","2020","Year 6","17.715199999999999","RTV"
"1538","Kagadi","PPI","2020","Year 6","18.775576040000001","RTV"
"1539","Kisoro","PPI","2018","Year 6","19.79","RTV"
"1540","Kanungu","PPI","2018","Year 6","19.8","RTV"
"1541","Kisoro","PPI","2019","Year 6","17.18","RTV"
"1542","Kanu","PPI","2019","Year 6","17.82","RTV"
"1543","Ruk","PPI","2019","Year 6","17.52","RTV"
"1544","Kisoro","PPI","2018","Year 6",NA,"RTV"
"1545","Kanungu","PPI","2018","Year 6",NA,"RTV"
"1546","Control Kanungu","Salaried  Employment","2018","Base","11.207207207207206","Control"
"1547","Control Mitooma","Salaried  Employment","2020","Base","14.35112165990353","Control"
"1548","Control Rubanda","Salaried  Employment","2021","Base","5.6378269999999997","Control"
"1549","Control Kibaale","Salaried  Employment","2022","Base","6.0520642999999996","Control"
"1550","Control Kaliro","Salaried  Employment","2022","Base","6.9979123200000002","Control"
"1551","Control Kanungu","Salaried  Employment","2018","Base","10.204387212697464","Control"
"1552","Control Mitooma","Salaried  Employment","2020","Base","28.408262454434993","Control"
"1553","Control Rubanda","Salaried  Employment","2021","Base","23.156282999999998","Control"
"1554","Control Kibaale","Salaried  Employment","2022","Base","7.0286286000000002","Control"
"1555","Control Kaliro","Salaried  Employment","2022","Base","24.612908600000001","Control"
"1556","Control Kanungu","Salaried  Employment","2018","Base","18.52015950376606","Control"
"1557","Control Mitooma","Salaried  Employment","2020","Base","46.58","Control"
"1558","Control Rubanda","Salaried  Employment","2021","Base","33.968321000000003","Control"
"1559","Control Kibaale","Salaried  Employment","2022","Base","9.0120996000000009","Control"
"1560","Control Kaliro","Salaried  Employment","2022","Base","15.886529960000001","Control"
"1561","Control Kanungu","Salaried  Employment","2018","Base","9.6239931647300097","Control"
"1562","Control Mitooma","Salaried  Employment","2020","Base","50.32835","Control"
"1563","Control Rubanda","Salaried  Employment","2021","Base","34.49","Control"
"1564","Control Kanungu","Salaried  Employment","2018","Base","36.270000000000003","Control"
"1565","Control Mitooma","Salaried  Employment","2020","Base","41.494820089999997","Control"
"1566","Control Kanungu","Salaried  Employment","2018","Base","23.905795999999999","Control"
"1567","Control Kanungu","Salaried  Employment","2018","Base","25.27","Control"
"1568","Control Kanungu","Self-Income / Business","2018","Base","32.569369369369369","Control"
"1569","Control Mitooma","Self-Income / Business","2020","Base","42.979863716407628","Control"
"1570","Control Rubanda","Self-Income / Business","2021","Base","29.480281999999999","Control"
"1571","Control Kibaale","Self-Income / Business","2022","Base","18.103686499999998","Control"
"1572","Control Kaliro","Self-Income / Business","2022","Base","18.93615634","Control"
"1573","Control Kanungu","Self-Income / Business","2018","Base","41.464700157220932","Control"
"1574","Control Mitooma","Self-Income / Business","2020","Base","40.379796563096683","Control"
"1575","Control Rubanda","Self-Income / Business","2021","Base","16.987185","Control"
"1576","Control Kibaale","Self-Income / Business","2022","Base","19.565565599999999","Control"
"1577","Control Kaliro","Self-Income / Business","2022","Base","36.548088129999996","Control"
"1578","Control Kanungu","Self-Income / Business","2018","Base","23.156476148279427","Control"
"1579","Control Mitooma","Self-Income / Business","2020","Base","73.930000000000007","Control"
"1580","Control Rubanda","Self-Income / Business","2021","Base","20.732766999999999","Control"
"1581","Control Kibaale","Self-Income / Business","2022","Base","20.682861200000001","Control"
"1582","Control Kaliro","Self-Income / Business","2022","Base","44.111223819999999","Control"
"1583","Control Kanungu","Self-Income / Business","2018","Base","23.365003417634995","Control"
"1584","Control Mitooma","Self-Income / Business","2020","Base","63.864964000000001","Control"
"1585","Control Rubanda","Self-Income / Business","2021","Base","31.3","Control"
"1586","Control Kanungu","Self-Income / Business","2018","Base","47.06","Control"
"1587","Control Mitooma","Self-Income / Business","2020","Base","66.485506060000006","Control"
"1588","Control Kanungu","Self-Income / Business","2018","Base","82.427847","Control"
"1589","Control Kanungu","Self-Income / Business","2018","Base","52.54","Control"
"1590","Control Kanungu","Casual Labour Income","2018","Base","97.637477477477489","Control"
"1591","Control Mitooma","Casual Labour Income","2020","Base","37.552714187275093","Control"
"1592","Control Rubanda","Casual Labour Income","2021","Base","85.656338000000005","Control"
"1593","Control Kibaale","Casual Labour Income","2022","Base","56.956834100000002","Control"
"1594","Control Kaliro","Casual Labour Income","2022","Base","45.373510000000003","Control"
"1595","Control Kanungu","Casual Labour Income","2018","Base","130.45144867859548","Control"
"1596","Control Mitooma","Casual Labour Income","2020","Base","128.95945565006076","Control"
"1597","Control Rubanda","Casual Labour Income","2021","Base","87.977754000000004","Control"
"1598","Control Kibaale","Casual Labour Income","2022","Base","61.184384399999999","Control"
"1599","Control Kaliro","Casual Labour Income","2022","Base","47.902769300000003","Control"
"1600","Control Kanungu","Casual Labour Income","2018","Base","109.94793974302171","Control"
"1601","Control Mitooma","Casual Labour Income","2020","Base","104.25","Control"
"1602","Control Rubanda","Casual Labour Income","2021","Base","89.665025","Control"
